iter,ari,nmi,Loss_total
0,0.15100563186399496,0.23923870646024503,1263.3973754582814
1,0.3071519816074435,0.4366396264056538,1727.4362006772938
2,0.35261336142610966,0.5113876555843037,1494.7670953107315
3,0.48999848862817696,0.5744117591245979,1558.2841351424229
4,0.4436889409864778,0.5425405863895866,1216.3912447657149
5,0.38479189282313475,0.5340468635333665,724.3528180382826
6,0.3981538360919782,0.5356852713594539,527.6609047418283
7,0.6782412149782274,0.6805605698277499,135.03435975417534
8,0.6887534537409145,0.7075243490825613,271.32390526602563
9,0.5327515265279885,0.6445328286839445,168.31415680377972
10,0.6816358664376944,0.6858104900305848,158.79876853983734
11,0.6063086255906388,0.7012898477589349,157.88041257748043
12,0.6107665028585709,0.6927288928324528,144.39192517108893
13,0.7572743947205935,0.7265337843712981,179.82783787260928
14,0.5395364757447849,0.613294815398198,263.62276159990057
15,0.46382195360309014,0.594453124268274,136.3275301446826
16,0.5289037547290709,0.6346661246760186,167.10393083462466
17,0.564103106913134,0.6619031730796188,231.37095734497962
18,0.49998788221166596,0.6198502273398763,1280.608515242891
19,0.5923877104389389,0.7065786503552219,136.82736714545837
20,0.40940199212995604,0.5533936271779815,667.2307942564387
21,0.47134139432104855,0.5715521955134085,1720.6859060052611
22,0.49465496157677324,0.5962532594079134,1900.9262929448983
23,0.4890147048660728,0.6299990453327048,2011.9167025532615
24,0.4971814562471019,0.6409503244126774,1986.538779643721
25,0.4625642950823573,0.6161084084852401,2025.7916096634488
26,0.43420738557299027,0.5844408812491277,2008.6266892790204
27,0.42324583617360356,0.5827902376769593,2036.7934931496757
28,0.43862225226744367,0.5943102205185521,1907.7404918477139
29,0.3960144312971206,0.5637488393961889,1993.4254422965362
30,0.40787227823778666,0.5612432291097016,1998.6184404838884
31,0.4409811600669877,0.5765737447870439,1919.3896954051866
32,0.4377007438871976,0.5880840530040515,1918.872294130462
33,0.4585191516898118,0.5911382649681312,1985.7112391376413
34,0.48040187562630643,0.5908742710134373,1917.9651952105219
35,0.4976343127577422,0.5756559328709105,1908.3819489692908
36,0.5289221317224309,0.6074859300823978,2318.257753820869
37,0.4989509147526316,0.5600739694064781,1893.855683841525
38,0.7046636834321446,0.6837954051477941,1944.85323379276
39,0.7589651322475849,0.7068271494999065,1918.4465716223353
40,0.7418217784757462,0.7335467619757534,1924.6902339915164
41,0.5404561324097111,0.6808497497545642,1939.7497417901163
42,0.656395235327398,0.6915997890774467,1901.7700683900302
43,0.6884338930242685,0.6626621042119614,1880.4175938240408
44,0.8481729038360574,0.8268831628147526,1862.5423745121793
45,0.7759901435252993,0.7441811334086548,1766.5466699474962
46,0.45150025416907685,0.5602285501074803,1714.181365131639
47,0.6484955821062881,0.6650362299272117,1550.717814677726
48,0.43457579808298663,0.5768740020333779,1349.3597819068962
49,0.4877106483128198,0.5854066447218274,1142.893012565713
50,0.721352071334345,0.6865426564181355,504.6491929050276
51,0.7036168674416046,0.6695158565721779,369.0224873544374
52,0.7078481576953194,0.7090145674557098,160.3045400453432
53,0.7425863819644684,0.7246490467471641,286.7192838903816
54,0.7927565249298563,0.7716345615222054,290.95352731454955
55,0.8075898910650559,0.7703009775633208,311.49487278929877
56,0.7193735215308172,0.6934861727654145,269.28213707765957
57,0.8463596018686712,0.7657472698530206,314.2250899425836
58,0.7084118083660069,0.7206496291194215,109.67863666242378
59,0.48376050055764547,0.6236387376836091,231.11820487587926
60,0.7480160058100351,0.7545075909069442,314.37304605780156
61,0.6934373571511097,0.7330510512254895,131.63494144200266
62,0.7148957867638035,0.7237959096770612,230.14624273630892
63,0.8177263537246547,0.7524391845227397,370.7225273016444
64,0.8229376524189741,0.7760136419489191,195.58637083546392
65,0.7276561848066178,0.7542534934336463,809.0172187131218
66,0.5975156394059626,0.7111913937199275,256.2488311508197
67,0.5845657384025729,0.695109138187382,392.78588823062887
68,0.7499610482570415,0.7596606192946379,403.91036351996
69,0.6249569807683958,0.6759488985130125,384.34247948079604
70,0.45617278808220785,0.5800046176947102,575.7566859403313
71,0.43647834629786414,0.5777679836720527,1063.6914541324961
72,0.4728213551910618,0.6118545389319505,1275.970699205513
73,0.3853936393795962,0.5421405021958798,1466.4109766499992
74,0.6181943851138108,0.6496322340921008,1656.2313373228628
75,0.5421417015517682,0.6213981210118817,1629.949062076679
76,0.4902825535650699,0.5743907657631663,1805.5252486761178
77,0.5162732387706699,0.6060669231981128,1312.043049192247
78,0.539252671982443,0.6468833823411124,726.8157775387444
79,0.7781534305171375,0.7289621034237317,395.0347510260053
80,0.7701151304696081,0.7681394432879056,356.2123524469799
81,0.6337801963768499,0.7025595818101414,292.61910796242944
82,0.6679501129693278,0.6968466990565978,185.4139265961213
83,0.7933173685236954,0.7725198729603389,238.8180531805935
84,0.6004370565930236,0.7270992506908157,175.28246677324952
85,0.6640382925591299,0.7074607507578432,416.67554329744706
86,0.7706925977878138,0.7549481625366445,299.2375305061604
87,0.8647172018356106,0.8200002591002888,299.3356859785815
88,0.5080327387006821,0.6312246861375158,97.26722138642036
89,0.6493659841296445,0.7267114966130772,93.32881228956043
90,0.5990183879430432,0.6982823843544383,153.59636653452526
91,0.8149660572694906,0.7972990781569366,457.67361995364854
92,0.6931837436275515,0.7232606931930803,162.36856515609534
93,0.9119462156072504,0.8655193326326066,158.273387302317
94,0.7569086362260489,0.743121295121011,128.4768399515325
95,0.7259023910681903,0.7227900240694576,149.124870896428
96,0.5925761899112141,0.669867411538291,420.9123096297851
97,0.6192556720197591,0.7043184272606935,288.99021679735256
98,0.7042257294578188,0.7200268725920654,394.4639132554868
99,0.7787082023952796,0.7429465018889687,258.58775866461156
100,0.7750523470034013,0.7676213825579582,309.18408613442466
101,0.8511863512522483,0.8215877173300545,252.48731848871893
102,0.84351919314449,0.8130245953588816,169.01126529492967
103,0.7542653520609359,0.7785444434601057,369.07001572677626
104,0.5606767919221227,0.6514757636086026,134.95635589711821
105,0.7415397800571831,0.7223871439556522,125.36864189220302
106,0.5414390038253443,0.6405401088520672,1295.0487610102466
107,0.8190163262513704,0.7750392239887809,1079.9726818712816
108,0.5095744932532628,0.6305260905252956,341.5625615446818
109,0.6514278539752956,0.6902575952515015,433.1015407915818
110,0.7992975598232939,0.7803723990964564,217.2819257810824
111,0.7727325860270243,0.7513740613971681,286.7173399739472
112,0.8401755797343302,0.7824068637277926,302.8471701430345
113,0.8938046095850923,0.8486541279152872,282.3975554626071
114,0.555923138198644,0.677533651501548,366.54030562223625
115,0.3808526798946887,0.5474636837542131,403.49760762413695
116,0.3711075753256348,0.5739419105035464,456.70435683798775
117,0.45693193990580827,0.6397144407537794,388.12173028202585
118,0.388392885315865,0.4869703451638818,355.9367856233853
119,0.4715963941171793,0.598784495873378,431.2882965609148
120,0.5791804025159953,0.6461761376714572,357.94422552464647
121,0.6487908807111323,0.6764558034513798,392.6496820395063
122,0.5072967673094873,0.5974684959252399,241.80533828773798
123,0.46767744330565664,0.5968245465713216,218.30356815723073
124,0.7598955649801729,0.7636965844261037,197.70000153271997
125,0.6479580002742897,0.7191817006710417,210.25111654650613
126,0.5728739710956828,0.6281431679969205,194.5692767481996
127,0.7367715831879944,0.7332961049706259,145.58031850971466
128,0.8035984237903363,0.7748115438701567,146.88356678350306
129,0.5636613334858486,0.5646432180733122,241.6229441666282
130,0.6210286342833399,0.6240872953817025,109.53952213502133
131,0.6049926980303982,0.6953716312455446,379.35583199891954
132,0.4897474225784178,0.6243131509296389,190.58232208977608
133,0.4838641444410683,0.6106164493417013,105.3162888611754
134,0.4505683974812035,0.5084425582505162,239.28106521828968
135,0.3651914678784315,0.5167255699471418,161.8013283507085
136,0.5578375688052878,0.5830422451330897,200.14667985452243
137,0.6218488031468774,0.6102013235436328,347.19456866051
138,0.6913155494522593,0.6768642854418421,623.8577980694788
139,0.6894538957411965,0.7171358451849303,232.72010453226758
140,0.7032886996120632,0.7337195379285067,149.54106829195703
141,0.6943151028091428,0.7419578943635778,232.1278491262212
142,0.6652066962854565,0.7277507516005868,199.74637071762191
143,0.7551897533493612,0.7520647344467157,290.4527291068224
144,0.5966091142563061,0.6734021047659513,282.3527853366791
145,0.6242708454848349,0.6616832047841191,219.5402022250414
146,0.57804063318665,0.6151021666290478,468.39127447894134
147,0.7243778355538085,0.7283515596601892,249.39672585052546
148,0.5813881810919592,0.6786127105671581,284.4809844636794
149,0.7424530756097313,0.7624828111988797,259.8554142184785
150,0.7794897817749404,0.778815237760104,293.3040671319184
151,0.6883948278081105,0.6983483542553391,254.80170323055435
152,0.6506620617788235,0.7088885931717195,252.0790433372418
153,0.7602921737896879,0.8042956196351007,285.7911751141273
154,0.5887162631232201,0.682797819960482,316.26055898994866
155,0.6435881340531312,0.7504368018725227,153.4557858119947
156,0.5877438169691817,0.6664210953250987,346.5853560381413
157,0.5320685077351214,0.6723351137791644,382.0495007625552
158,0.6361428013420309,0.6978599740467656,134.4916410249536
159,0.7191407761044715,0.7305304328098765,247.46347559544623
160,0.596582667161108,0.6529644269885301,178.259422039495
161,0.48488351920283046,0.6289374370294152,133.40729875391133
162,0.6057128976305757,0.6726769441926698,193.20388556439363
163,0.7351311413575432,0.729412056910186,148.00638087842643
164,0.577206994627907,0.6216123299128236,234.76308050028265
165,0.6760581167041044,0.7100317604066596,156.410827192311
166,0.672560323022055,0.6951419567963736,227.18243317959082
167,0.8013298234029728,0.7637834550135135,230.24462556205435
168,0.5098180240193975,0.6029077841221322,261.23920797164766
169,0.5344737368272102,0.6601739544802377,151.947672095567
170,0.7655642802576729,0.7447828790971778,218.88778933010528
171,0.5881049723725523,0.6584385729331996,121.1598575122019
172,0.6324041200929273,0.67918715806931,610.5988628172581
173,0.4635820575114563,0.5453662658122018,121.68113715232762
174,0.5601195417817147,0.661280384609481,120.97195589235722
175,0.3868154809969739,0.5527551553328959,141.80990840458696
176,0.4983233955625226,0.6338131156632266,360.5931921341031
177,0.563686067182817,0.6529218581609975,193.64133662460662
178,0.5667022317230082,0.6606213665896101,93.94916318332118
179,0.5839491208723395,0.6764026950247337,207.69913150137114
180,0.683740151487083,0.7094398421544108,303.1844040688947
181,0.803440513730054,0.774402891116962,83.36320286149535
182,0.7535937217854914,0.7451118577556268,281.7831505914404
183,0.7179327008833606,0.715189136909575,1080.4939453412544
184,0.42074484646164423,0.5045081097500469,169.59026102366073
185,0.6790406211799709,0.6610613788053579,124.214647421186
186,0.32285540772179855,0.4357690515923289,188.6511844317767
187,0.45332087531127535,0.5671053287193196,198.48531083022556
188,0.38658342129424517,0.527920363190024,227.4856057780687
189,0.4156459697813602,0.5216332156353777,305.42475323375436
190,0.4363884415497532,0.5649335600341856,557.7956018801613
191,0.4078891239030017,0.5583514452333614,1082.719711453163
192,0.3958656279319515,0.5487977925966346,1299.7795551312465
193,0.37797761210357084,0.5314235598165168,1560.9991378131308
194,0.41014940745944384,0.5581352714720574,1703.3387453310763
195,0.41576584599204675,0.553413021704677,1776.6352122368087
196,0.42636509518079846,0.5569009827855651,1879.3126340605124
197,0.43186431595634694,0.5485193577332105,1858.7496751015651
198,0.4359394047535387,0.5682028794111164,1892.1677866656169
199,0.440657194006579,0.552049074329556,1901.6483600081815
